"product_name","product_description","brand_name","product_category"
"Metallic rim paint, 500 ml","Excellent aerosol that makes worn rims shine like new. Quickly dries to provide a durable and high-gloss silvery finish that offers lasting protection from brake dust, chemicals, heat and wear. Not compatible with Biltema's other rim paints or primers 36-7418 and 36-7419. Can be painted over with acrylic paint.Instructions for use: Clean the rims carefully and possibly pre-treat with acrylic primer, 36-26, for even better durability, but it is not necessary. Shake the jar for 3 minutes. Before painting, always test spray on a plate to check that the color tone is the desired one. Spray from a distance of 25 cm. Clean the spray nozzle after use.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH208 Contains .?. May produce an allergic reaction.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","Bosal","Maintenance"
"Spray bottle for refill, 650 ml","Save money and the environment with this compressed air driven spray bottle that can be filled with, for example, grease, brake cleaner, rust remover or other substances that are sold in refill packages. The compressed air is easily filled using a compressor or bicycle pump.With one long and one short nozzle for wide or narrow spray. Works upside-down.Volume: 650 ml (Recommended ratio air to liquid: 50/50.)In aluminium.","Faurecia","Maintenance"
"AC Cleaner, 150 ml","For effective cleaning of the car's AC system. Removes bacteria and mould that can cause bad smells.Easy to use.Cleans the entire AC system in 10 minutes.Removes bacteria and mould.Not harmful to seat coverings.Helps prevent allergic reactions.NOTE! Use biocides safely. Always read the label and product information before use.DangerExtremely flammable aerosol.Pressurised container: May burst if heated.Show safety phrases","Delphi Technologies","Maintenance"
"Brake calliper paint, black, 400 ml","Quick-drying 1-component acrylic paint with good adhesion for painting brake calipers. Produces a glossy, heat-resistant surface that protects against corrosion and chemicals and easy to keep clean.Remove loose rust and dirt with a wire brush.Spray on the paint.Heat-resistant up to 200 °C.DangerEUH066 Repeated exposure may cause skin dryness or cracking.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","Schaeffler","Maintenance"
"Brake calliper paint, red, 250 ml","Quick-drying 1-component alkyd paint for brake callipers. For brush application (brush NOT included). Produces a glossy, heat-resistant surface that protects against corrosion and chemicals and easy to keep clean.Remove loose rust and dirt with a wire brush.Stir the paint before and during painting.Heat-resistant up to 200 °C.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H226 Flammable liquid and vapour.H317 May cause an allergic skin reaction.H336 May cause drowsiness or dizziness.H411 Toxic to aquatic life with long lasting effects.","ElringKlinger","Maintenance"
"Rim paint, aluminium, 400 ml","Special paint for painting wheel rims. A constituent special paint makes the paint impact- and wear-resistant, and also protects against salt and gravel. The paint produces a semi-glossy surface and has good coverage. Before painting, always test-spray on a metal sheet to ensure the colour tone matches the desired result. For best painting results, first use primer, 34-101 or 34-102.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","Magna International","Maintenance"
"Heat-resistant paint, silver, 400 ml","Heat-resistant spray paint for painting surfaces that become hot, inside and outside, e.g. flue pipes, outdoor grills, iron stoves, etc. Withstands temperatures up to +600 °C. Primer must NOT be used as it cannot withstand high temperatures. Surfaces exposed to naked flames must be allowed to dry for at least 24 hours before use (iron stoves, outdoor grills, etc.). The paint will NOT harden until it is heated.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","Valeo Service","Maintenance"
"Heat-resistant paint, grey, 400 ml","Heat-resistant spray paint for painting surfaces that become hot, inside and outside, e.g. flue pipes, outdoor grills, iron stoves, etc. Withstands temperatures up to +600 °C. Primer must NOT be used as it cannot withstand high temperatures. Surfaces exposed to naked flames must be allowed to dry for at least 24 hours before use (iron stoves, outdoor grills, etc.). The paint will NOT harden until it is heated.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","Brembo","Maintenance"
"Brake calliper paint, yellow, 250 ml","Quick-drying 1-component alkyd paint for brake callipers. For brush application (brush NOT included). Produces a glossy, heat-resistant surface that protects against corrosion and chemicals and easy to keep clean.Remove loose rust and dirt with a wire brush.Stir the paint before and during painting.Heat-resistant up to 200 °C.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H226 Flammable liquid and vapour.H317 May cause an allergic skin reaction.H336 May cause drowsiness or dizziness.H411 Toxic to aquatic life with long lasting effects.","Magneti Marelli","Maintenance"
"Rim paint, silver, 400 ml","Special paint for painting wheel rims. A constituent special paint makes the paint impact- and wear-resistant, and also protects against salt and gravel. The paint produces a semi-glossy surface and has good coverage. Before painting, always test-spray on a metal sheet to ensure the colour tone matches the desired result. For best painting results, first use primer, 34-101 or 34-102.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","Texa","Maintenance"
"Hand cleaner, 4 litre","A concentrated, extra-strong hand cleaner that effectively removes ingrained dirt, grease, grime, oil, etc. The cleaning paste contains natural plant-based abrasives and activated charcoal. The hand cleaner leaves skin soft, clean, and fragrant.Instructions: Apply the product to dry hands, rub them gently together, and gradually add water until all the dirt is dissolved. Rinse hands thoroughly and then dry.Warnings: Do not use the product on sensitive areas such as the face, armpits, or intimate areas.Does not contain:Parabens and silicones","ZF Friedrichshafen","Maintenance"
"Brake calliper paint, black, 250 ml","Quick-drying 1-component alkyd paint for brake callipers. For brush application (brush NOT included). Produces a glossy, heat-resistant surface that protects against corrosion and chemicals and easy to keep clean.Remove loose rust and dirt with a wire brush.Stir the paint before and during painting.Heat-resistant up to 200 °C.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H226 Flammable liquid and vapour.H317 May cause an allergic skin reaction.H336 May cause drowsiness or dizziness.H411 Toxic to aquatic life with long lasting effects.","Magna International","Maintenance"
"Halogen bulb H1 Mega Blue, 2-pack","Halogen bulb with blue glass that produces an extremely white light. High colour temperature. Perfect for both your everyday car and for car tuning. Shines up to 30% more light on the road than standard halogen bulbs. Conforms to ECE R37 and therefore approved for road traffic. Sold in pairs.","NGK Spark Plug","Parts"
"Rear light coating, black, 150 ml","Black transparent gloss paint that produces a gradient effect on front, rear and side lights, glass, etc. The paint creates a durable shine and is impact resistant.Be careful when using older rear lights as the plastic may crack.Instructions:Use the can at 20-25 °C, shake it for a few minutes. Spray at a distance of 18-25 cm. Shake the can during use. In cold temperatures, warm the can to 20-25 °C in a hot water bath. For best results, apply at an ambient temperature over 15 °C. Spray in thin coats, so that the paint does not run. Turn the can upside down and spray the nozzle clean after use. Remove the paint with Paint stripper for Biltema’s rear light coating. First test the paint in a concealed area.NOTE! Not approved for road trafficDangerEUH066 Repeated exposure may cause skin dryness or cracking.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","Brembo","Maintenance"
