Name,Description,Price,Img,Category
"Nutlock, 50 ml","Universal product suitable for most situations where you want to prevent screw connections from vibrating loose. A couple of drops is enough to lock a screw or nut. The locking is anaerobic, i.e. it hardens only after it is applied, since there is no air in the screw connection.Produces a secure joint that can be easily taken apart with ordinary hand tools. Can be used on all types of metal (e.g. brass, stainless steel, titanium, aluminium). For thread sizes up to M36.WarningH317 May cause an allergic skin reaction.H319 Causes serious eye irritation.H400 Very toxic to aquatic life.H411 Toxic to aquatic life with long lasting effects.",84.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-30_xl_1.jpg,Car Maintenance
"Tyre fitting paste, 2 kg",Tyre mounting paste with corrosion protection. Facilitates rim mounting of tyres. The paste is applied to the tyre with a brush.Show safety phrases,79.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-000_xl_1.jpg,Car Maintenance
"Flange sealant, 50 g","Effective sealing between metal surfaces with a quick and secure hardening process. Creates a reliable seal that will not crack or shrink. Withstands temperatures between -62 °C and +330 °C. Very effective against petrol, diesel, glycol, brake fluid, and numerous mineral oils, synthetic oils, etc.Apply to a completely clean surface. The surface must be dry and free of dirt, oil or water.Unscrew the lid and use the lid to pierce the top of the tube.Apply to a clean surface.The product begins to dry within 1 hour, and is fully hardened after 24 hours.Unhardened sealant can be removed with a solvent, such as turpentine.Store the tube in cool, dry area. Should be used within 12 months after opening.WarningH317 May cause an allergic skin reaction.H319 Causes serious eye irritation.",64.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-1773_xl_1.jpg,Car Maintenance
"Connector spray, 200 ml","Forms a lubricating film which protects against corrosion and wear on all electrical connectors in the automotive sector. With a nozzle that can also work upside down for ease of use in tight spaces.DangerEUH018 In use, may form flammable/explosive vapour-air mixture.EUH066 Repeated exposure may cause skin dryness or cracking.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heated",39.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-4542_xl_1.jpg,Car Maintenance
"Repair paste, 200 g",For repairing minor damage to silencers and exhaust pipes.DangerH314 Causes severe skin burns and eye damage.H318 Causes serious eye damage.H335 May cause respiratory irritation.,29.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-1723_xl_1.jpg,Car Maintenance
"Belt spray, 400 ml","Reduces wear and tear, slippage and squeaking. Suitable for belts made of leather, textile and rubber.DangerH222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH315 Causes skin irritation.H336 May cause drowsiness or dizziness.H411 Toxic to aquatic life with long lasting effects.",49.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-4546_xl_1.jpg,Car Maintenance
"Rust remover, 250 ml",Cleaning agent for corroded electrical connectors. Restores a low voltage drop over connectors.DangerH222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH315 Causes skin irritation.H319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.H411 Toxic to aquatic life with long lasting effects.,49.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-557_xl_1.jpg,Car Maintenance
"Tyre fix, non-flammable, 500 ml","A non-flammable gas pumps up and seals a punctured tyre in a few seconds - a safe, fast and simple solution when it is not possible to change a tyre. Low GWP. Recommended for use on all types of vehicle tyres. For tyres 185R 14 and greater. After use the tyre must be immediately examined by a professional tyre shop.WarningEUH208 Contains .?. May produce an allergic reaction.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.",109,https://productimages.biltema.com/v1/image/imagebyfilename/36-8200_xl_1.jpg,Car Maintenance
"Thread sealant, 50 ml","For sealing fine threads.Seals against e.g. gas, water, liquefied petroleum gas, and petrol.Can also be used on valves and gauges without obstructing flow to/from these.Very high resistance to vibrations and impacts.Produces tight connections that are easy to dismantle even after many years of use.Withstands temperatures up to 150 °C.Suitable for use in connections up to 20 mm (3/4"").WarningH315 Causes skin irritation.H317 May cause an allergic skin reaction.H319 Causes serious eye irritation.H335 May cause respiratory irritation.H400 Very toxic to aquatic life.H411 Toxic to aquatic life with long lasting effects.",89.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-31_xl_1.jpg,Car Maintenance
"Car door rubber protection, 100 ml","Prevents the car door rubber from freezing fast, and protects them from drying out. Simply apply to the rubber seals around the doors, boot, etc. Leaves a layer of protective silicone film. Repeat if necessary. Can also be used on seals for fridges, freezers and washing machines. Shake before use.EUH208 Contains reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1). May produce an allergic reaction.",29.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-4509_xl_1.jpg,Car Maintenance
"Silencer bandage , 5 x 91 cm",For mending holes and cracks in conventional and catalytic converter exhaust systems. Can be secured in place with steel wire or masking tape and hardens by means of heat.Show safety phrases,34.90,https://productimages.biltema.com/v1/Image/product/xlarge/2000018427/4,Car Maintenance
"Freeze spray, 270 g","Freeze Spray is a troubleshooting aid for electrical faults, short circuits, power failures or temperature fluctuations. Freezes quickly down to -55 °C. Can be used for transistors, silicon diodes, resistors, etc., and for metals during induction shrink fitting (bearing installation). Incombustible. To comply with requirements stipulated in F-Gas Regulations, this product contains refrigerants with a low GWP (Global Warming Potential).WarningH229 Pressurised container: May burst if heated",149,https://productimages.biltema.com/v1/image/imagebyfilename/36-611_xl_1.jpg,Car Maintenance
"Leak detector, gas, 250 ml","Water-based gas leak detector. Quickly and surely reveals and locates gas leaks and pressure losses in pipes, pressurised systems, etc. by generating clearly visible bubbles at the gas leak. Can also be used to check pressure losses in e.g. brake systems (pneumatic brakes) and air conditioning systems. Does not cause stains or corrosion. Compatible with all types of plastic, steel, aluminium, copper, etc.WarningH229 Pressurised container: May burst if heatedH317 May cause an allergic skin reaction.H319 Causes serious eye irritation.",49.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-4537_xl_1.jpg,Car Maintenance
"Metal protective oil, 400 ml","Protects metal products from corrosion. Suitable for use prior to long-term preservation or storage, and for protecting and lubricating machines, weapons, small mechanical parts, and spare parts.DangerH222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH315 Causes skin irritation.H336 May cause drowsiness or dizziness.H411 Toxic to aquatic life with long lasting effects.",32.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-4564_xl_1.jpg,Car Maintenance
"Gas/Oil sealing, 50 ml","Thread sealant for metal connections. Works equally well on HVAC connections as it does for gas and oil installations. Seals without clogging valves or pressure gauges. In practical tube for easy application. Temperature range -50 °C to +150 °C. Suitable for use in connections up to 75 mm. Does not crack or contract. Very high resistance to vibrations and impacts. Hardens in less than 15 minutes.InstructionsEnsure that all parts are clean, dry and free of oil and grease. A better result is achieved with degreased parts.Fill the connection with sealant by hand, directly from the tube.Assemble the parts.Wipe up any excess sealant that may have seeped out. The thread sealant hardens in the absence of oxygen.Allow the thread sealant to solidify for about 15-30 minutes, depending on the amount used.WarningEUH208 Contains 1-acetyl-2-phenylhydrazine. May produce an allergic reaction.H315 Causes skin irritation.H317 May cause an allergic skin reaction.H319 Causes serious eye irritation.H335 May cause respiratory irritation.H411 Toxic to aquatic life with long lasting effects.",69.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-41_xl_1.jpg,Car Maintenance
"PTFE Lock Lubricant, 50 ml","PTFE-based lock lubricant for old and new locks. For preventive use. The addition of PTFE ensures the lock will not freeze. Even old, rusted and seized locks will be like new after treating them with this lock lubricant. Moisture displacing.WarningH226 Flammable liquid and vapour.",19.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-425_xl_1.jpg,Car Maintenance
"Vaseline spray, 200 ml","For heavy-duty connectors in the automotive sector. Forms a thick, lubricating and water-repellent protective film. For electrical connectors, battery terminals, main switches, push-pull connectors and outdoor switches in unprotected environments. Not electrically conductive.DangerEUH018 In use, may form flammable/explosive vapour-air mixture.EUH066 Repeated exposure may cause skin dryness or cracking.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.H412 Harmful to aquatic life with long lasting effects.",54.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-4547_xl_1.jpg,Car Maintenance
